Years,Dates Redone,Month Number,Date,CHOLOLO,EAST_RESERVE,WEST_RESERVE,DOLDOL,Biomass.new
2004,Dec,12,2004-12-01,87.2465625,67.19509375,62.76860416666667,80.76176785714286,74.49300706845239
2005,Jan,1,2005-01-01,53.598187499999995,39.472218749999996,46.05022916666666,54.006321428571425,48.28173921130952
2005,Feb,2,2005-02-01,58.35975,36.8798125,50.84706249999999,46.931999999999995,48.25465625
2005,Mar,3,2005-03-01,63.756187499999996,35.3984375,46.438208333333336,41.580910714285714,46.79343601190476
2005,Apr,4,2005-04-01,48.413375,32.964749999999995,31.730270833333332,41.15766071428571,38.56651413690476
2005,May,5,2005-05-01,61.428312500000004,37.35596875,41.50029166666667,44.725053571428575,46.25240662202381
2005,Jun,6,2005-06-01,76.8769375,33.176375,55.52397499999999,37.832125,50.852353125
2005,Jul,7,2005-07-01,70.422375,27.180333333333333,51.12217499999999,28.816900000000004,44.385445833333335
2005,Aug,8,2005-08-01,66.9305625,25.346249999999998,40.92184999999999,22.891399999999997,39.022515625
2005,Sep,9,2005-09-01,74.54906249999999,26.616,39.2076875,29.197825,42.39264375
2005,Oct,10,2005-10-01,60.052749999999996,26.19275,34.92228125,24.796025,36.4909515625
2005,Nov,11,2005-11-01,51.9051875,18.43316666666667,32.48859375,22.171875,31.249705729166664
2005,Dec,12,2005-12-01,,,,,34.5919
2006,Jan,1,2006-01-01,61.4283125,23.582708333333333,23.70615625,30.890825,34.90200052083333
2006,Feb,2,2006-02-01,69.20553124999999,17.939375,24.570291666666666,18.453321428571428,32.54212983630952
2006,Mar,3,2006-03-01,43.54599999999999,21.16665625,22.262571428571427,20.871892857142857,26.96178013392857
2006,Apr,4,2006-04-01,51.799375,27.515406249999998,28.273729166666666,36.622839285714285,36.052837425595236
2006,May,5,2006-05-01,60.105656249999996,20.95503125,21.0079375,22.806749999999997,31.218843749999998
2006,Jun,6,2006-06-01,62.43353125,21.16665625,26.615999999999996,18.27192857142857,32.122029017857145
2006,Jul,7,2006-07-01,48.0959375,18.891687500000003,12.613479166666666,14.039428571428573,23.41013318452381
2006,Aug,8,2006-08-01,49.894749999999995,21.4311875,17.84867857142857,19.42075,27.148841517857143
2006,Sep,9,2006-09-01,60.476,17.516125,18.816107142857142,16.57892857142857,28.346790178571432
2006,Oct,10,2006-10-01,50.741249999999994,15.18825,13.565791666666668,15.490571428571428,23.746465773809522
2006,Nov,11,2006-11-01,76.13625,42.27625,40.734410714285715,59.90158928571429,54.762125
2006,Dec,12,2006-12-01,,,,,66.20575
2007,Jan,1,2007-01-01,218.34825,142.11034375,112.26366071428572,169.5838035714286,160.57651450892857
2007,Feb,2,2007-02-01,91.37325,73.64965625,56.36442857142857,73.35489285714286,73.68555691964286
2007,Mar,3,2007-03-01,135.65578125000002,80.63328125000001,62.01783928571429,71.63166071428572,87.48464062500001
2007,Apr,4,2007-04-01,103.36533333333334,60.687625,100.34615,58.93416071428571,80.83331726190475
2007,May,5,2007-05-01,110.27841666666666,62.85678125,95.1825,70.87585714285713,84.79838876488094
2007,Jun,6,2007-06-01,85.87099999999998,44.2866875,61.74575000000001,40.61348214285714,58.12922991071429
2007,Jul,7,2007-07-01,81.21525,43.59890625,90.0430357142857,48.08082142857142,65.73450334821428
2007,Aug,8,2007-08-01,94.0185625,46.6145625,50.60016666666667,52.28308928571427,60.87909523809523
2007,Sep,9,2007-09-01,93.22496875000002,52.38134375,54.973749999999995,40.09953571428571,60.169899553571426
2007,Oct,10,2007-10-01,115.44559375,52.063906249999995,49.64785416666666,43.21344642857143,65.09270014880953
2007,Nov,11,2007-11-01,93.98329166666667,36.0333125,43.58127083333333,34.29496428571428,51.97320982142857
2007,Dec,12,2007-12-01,,,,,43.09235
2008,Jan,1,2008-01-01,89.68024999999999,31.43046875,58.269053571428564,42.97158928571428,55.58784040178571
2008,Feb,2,2008-02-01,68.04159374999999,27.03925,35.68060416666666,30.878732142857142,40.41004501488094
2008,Mar,3,2008-03-01,54.8679375,26.668906250000003,32.0124375,25.950892857142858,34.87504352678572
2008,Apr,4,2008-04-01,42.55841666666666,32.012437500000004,27.533041666666673,34.869375,34.243317708333336
2008,May,5,2008-05-01,58.94171874999999,26.192749999999997,22.136604166666668,23.10907142857143,32.59503608630953
2008,Jun,6,2008-06-01,57.724875,25.7695,25.628416666666666,28.671785714285715,34.448644345238094
2008,Jul,7,2008-07-01,46.98490625,22.33059375,24.499749999999995,23.471857142857143,29.321776785714285
2008,Aug,8,2008-08-01,39.595666666666666,23.70615625,24.59044642857143,19.99516071428571,26.971857514880952
2008,Sep,9,2008-09-01,34.65774999999999,24.55265625,20.937395833333333,25.10439285714286,26.313048735119043
2008,Oct,10,2008-10-01,39.89546875,21.113749999999996,22.92767857142857,30.606642857142862,28.635885044642855
2008,Nov,11,2008-11-01,64.86721874999999,40.4774375,40.61348214285714,52.79703571428571,49.6887935267857
2008,Dec,12,2008-12-01,,,,,60.6393
2009,Jan,1,2009-01-01,49.40095833333333,35.23971875,29.064803571428573,37.922821428571424,37.90707552083333
2009,Feb,2,2009-02-01,60.84634374999999,28.097375000000003,34.50658928571428,28.67178571428571,38.030523437499994
2009,Mar,3,2009-03-01,44.604124999999996,17.4103125,21.607541666666666,22.413732142857146,26.50892782738095
2009,Apr,4,2009-04-01,35.98040625,15.558593749999998,18.9975,19.662607142857144,22.549776785714286
2009,May,5,2009-05-01,46.932,13.971406249999998,18.43316666666667,24.31835714285714,25.91373251488095
2009,Jun,6,2009-06-01,40.794875,13.283625,21.607541666666666,15.853357142857144,22.884849702380954
2009,Jul,7,2009-07-01,28.36190625,18.362624999999998,18.009916666666665,14.85569642857143,19.897536086309525
2009,Aug,8,2009-08-01,33.81125,12.3313125,17.516125000000002,13.948732142857141,19.401854910714285
2009,Sep,9,2009-09-01,21.219562500000002,12.38421875,13.777416666666667,14.523142857142856,15.476085193452382
2009,Oct,10,2009-10-01,34.2345,11.749343750000001,16.563812499999997,12.527821428571428,18.768869419642854
2009,Nov,11,2009-11-01,47.2494375,20.055625,27.145062499999998,34.71821428571428,32.29208482142857
2009,Dec,12,2009-12-01,,,,,42.9375
2010,Jan,1,2010-01-01,35.821687499999996,27.779937500000003,32.25933333333332,33.50892857142857,32.34247172619047
2010,Feb,2,2010-02-01,37.26779166666666,28.04446875,33.52908333333333,33.025214285714284,32.966639508928566
2010,Mar,3,2010-03-01,50.106375,38.149562499999995,33.660089285714285,42.39717857142857,41.078301339285716
2010,Apr,4,2010-04-01,47.7785,40.58325,35.83680357142857,53.734232142857145,44.483196428571425
2010,May,5,2010-05-01,82.3791875,63.38584374999999,74.5037142857143,81.03385714285714,75.32565066964285
2010,Jun,6,2010-06-01,55.767343749999995,42.646593749999994,50.86217857142857,48.80639285714285,49.52062723214286
2010,Jul,7,2010-07-01,54.973749999999995,37.250156249999996,45.27427083333333,44.3925,45.472669270833336
2010,Aug,8,2010-08-01,59.89403125,42.22334375,33.14110416666667,52.222624999999994,46.87027604166666
2010,Sep,9,2010-09-01,75.28975,38.943156249999994,53.734232142857145,38.34607142857142,51.57830245535713
2010,Oct,10,2010-10-01,56.98418749999999,32.8589375,34.808910714285716,34.26473214285714,39.72919196428571
2010,Nov,11,2010-11-01,53.91562499999999,34.446125,43.062285714285714,38.13444642857142,42.389620535714286
2010,Dec,12,2010-12-01,,,,,38.8299
2011,Jan,1,2011-01-01,40.53034374999999,17.939375,30.697339285714285,16.578928571428573,26.436496651785713
2011,Feb,2,2011-02-01,36.773999999999994,18.362624999999998,23.834642857142857,15.460339285714285,23.607901785714283
2011,Mar,3,2011-03-01,28.2031875,17.8335625,33.50892857142857,16.03475,23.895107142857142
2011,Apr,4,2011-04-01,24.182312500000002,26.13984375,21.02305357142857,29.790375,25.28389620535714
2011,May,5,2011-05-01,22.542218750000004,33.81125,18.392857142857142,45.208767857142846,29.988773437499997
2011,Jun,6,2011-06-01,59.36496875,15.876031249999999,39.978607142857136,15.490571428571428,32.67754464285714
2011,Jul,7,2011-07-01,35.080999999999996,24.764281249999996,21.17421428571428,19.662607142857144,25.170525669642853
2011,Aug,8,2011-08-01,39.8425625,25.4520625,16.070020833333334,22.020714285714284,25.846340029761905
2011,Sep,9,2011-09-01,49.20696875,30.213625,30.75780357142857,43.15298214285714,38.332844866071426
2011,Oct,10,2011-10-01,43.969249999999995,35.50425,27.34157142857143,23.592785714285714,32.60196428571429
2011,Nov,11,2011-11-01,53.492374999999996,37.77921875,34.7635625,46.381775000000005,43.1042328125
2011,Dec,12,2011-12-02,,,,,88.007
2012,Jan,1,2012-01-01,116.06283333333333,71.79793749999999,97.26347916666668,73.92930357142856,89.76338839285714
2012,Feb,2,2012-02-01,,61.11087499999999,46.01495833333333,50.43892857142857,52.521587301587296
2012,Mar,3,2012-03-01,55.608624999999996,44.127968749999994,42.80531249999999,33.05544642857142,43.89933816964285
2012,Apr,4,2012-04-01,54.4446875,46.826187499999996,34.446124999999995,34.869375,42.646593749999994
2012,May,5,2012-05-01,66.18987499999999,42.38206249999999,42.770041666666664,60.62716071428571,52.99228497023809
2012,Jun,6,2012-06-01,69.36425,42.540781249999995,35.50425,47.23432142857142,48.66090066964286
2012,Jul,7,2012-07-01,77.9350625,48.9424375,36.70345833333334,55.880714285714284,54.865418154761905
2012,Aug,8,2012-08-01,93.277875,48.413374999999995,40.23054166666666,52.404017857142854,58.58145238095238
2012,Sep,9,2012-09-01,79.09899999999999,39.3135,38.502270833333334,41.066964285714285,49.4954337797619
2012,Oct,10,2012-10-01,77.406,29.649291666666667,55.679166666666674,40.85533928571427,50.89744940476191
2012,Nov,11,2012-11-01,64.073625,42.43496875,47.566875,52.61564285714286,51.67277790178572
2012,Dec,12,2012-12-01,47.143625,46.45584375,48.166479166666655,52.283089285714276,48.51225930059523
2013,Jan,1,2013-01-01,63.227124999999994,37.03853125,41.182854166666665,49.98544642857143,47.858489211309525
2013,Feb,2,2013-02-01,52.011,32.59440625,35.68060416666666,36.743767857142856,39.257444568452385
2013,Mar,3,2013-03-01,49.048249999999996,25.557875000000003,25.487333333333336,29.850839285714283,32.4860744047619
2013,Apr,4,2013-04-01,72.115375,46.66746875,27.674125,49.04825,48.876304687499996
2013,May,5,2013-05-01,94.124375,59.94693749999999,53.5347,62.86433928571429,67.61758794642856
2013,Jun,6,2013-06-01,,36.70345833333334,52.64587499999999,46.47851785714287,45.2759503968254
2013,Jul,7,2013-07-01,,23.7590625,26.0869375,26.28344642857143,25.376482142857146
2013,Aug,8,2013-08-01,,43.49309375,37.47941666666667,53.12958928571428,44.700699900793644
2013,Sep,9,2013-09-01,,39.04896875,46.36766666666667,42.45764285714285,42.62475942460318
2013,Oct,10,2013-10-01,,40.6890625,40.6890625,37.469339285714284,39.61582142857143
2013,Nov,11,2013-11-01,,45.7680625,34.551937499999994,50.499392857142844,43.60646428571428
2013,Dec,12,2013-12-01,,41.641375,53.66872916666666,50.43892857142856,48.583010912698406
2014,Jan,1,2014-01-01,,22.595125,29.896187499999996,33.035291666666666,28.508868055555553
2014,Feb,2,2014-02-01,,20.161437499999998,23.23,24.802071428571427,22.73116964285714
2014,Mar,3,2014-03-01,41.42975,21.11375,23.60034375,24.993541666666673,27.78434635416667
2014,Apr,4,2014-04-01,51.376124999999995,28.520625000000003,31.88311111111111,40.95947222222222,38.18483333333333
2014,May,5,2014-05-01,32.753125,19.738187500000002,22.75972222222222,24.970027777777776,25.055265624999997
2014,Jun,6,2014-06-01,38.46699999999999,20.761041666666667,22.80675,21.983763888888888,26.004638888888884
2014,Jul,7,2014-07-01,29.790375,16.563812499999997,16.57556944444444,19.09155555555556,20.505328125
2014,Aug,8,2014-08-01,28.943875,17.72775,15.637953124999997,14.318236111111112,19.156953559027777
2014,Sep,9,2014-09-01,40.58324999999999,14.60628125,17.4103125,18.494890625,22.773683593749997
2014,Oct,10,2014-10-01,,17.86,19.89690625,19.844000000000005,19.200302083333337
2014,Nov,11,2014-11-01,48.625,15.03,16.740166666666667,14.67094444444444,23.766527777777778
2014,Dec,12,2014-12-01,55.820249999999994,18.4684375,17.1986875,19.473656249999998,27.740257812499998
2015,Jan,1,2015-01-01,,28.012725,14.500468750000001,12.88388888888889,18.465694212962962
2015,Feb,2,2015-02-01,23.65325,28.520625000000003,12.883888888888889,12.954430555555554,19.50304861111111
2015,Mar,3,2015-03-01,30.213625,40.202325,13.44234375,14.506347222222221,24.591160243055555
2015,Apr,4,2015-04-01,24.076500000000003,11.9080625,12.040328124999998,12.860375,15.221316406249999
2015,May,5,2015-05-01,,85.659375,17.965828125,32.635555555555555,45.42025289351852
2015,Jun,6,2015-06-01,,52.899825,22.01315625,15.423388888888887,30.112123379629633
2015,Jul,7,2015-07-01,,15.849578125,,15.426328125000003,15.637953125000003
2015,Aug,8,2015-08-01,36.63291666666667,63.77735000000001,15.6115,13.918499999999998,32.48506666666667
2015,Sep,9,2015-09-01,31.624458333333326,35.75114583333334,12.992640625,12.719291666666667,23.27188411458333
2015,Oct,10,2015-10-01,29.860916666666665,23.90014583333333,11.722890625,9.709513888888889,18.798366753472223
2015,Nov,11,2015-11-01,20.408333333333335,32.057785714285714,9.500828125,10.188609374999999,18.03888913690476
2015,Dec,12,2015-12-01,63.650375,54.03655357142857,29.578749999999996,38.70213888888888,46.491954365079366
2016,Jan,1,2016-01-01,65.90770833333333,94.21507142857142,34.49903125,44.792236111111116,59.85351178075397
2016,Feb,2,2016-02-01,60.98389999999999,99.74755357142855,30.9543125,42.911125,58.64922276785713
2016,Mar,3,2016-03-01,73.63907499999999,72.62932142857143,20.293703124999997,26.028152777777777,48.147563082837294
2016,Apr,4,2016-04-01,47.35525,60.44576785714286,24.45272222222222,18.033430555555555,37.57179265873015
2016,May,5,2016-05-01,44.858075,105.94514285714286,34.14044444444445,30.02551388888888,53.74229404761904
2016,Jun,6,2016-06-01,71.48049999999999,97.60107142857143,32.329875,34.70477777777778,59.029056051587304
2016,Jul,7,2016-07-01,68.13682500000002,84.20823214285713,30.801472222222223,24.975906249999998,52.030608903769846
2016,Aug,8,2016-08-01,61.534124999999996,63.58991071428572,31.459861111111106,30.001999999999995,46.64647420634921
2016,Sep,9,2016-09-01,52.518899999999995,68.21542857142857,25.557875,21.184291666666663,41.869123809523806
2016,Oct,10,2016-10-01,44.51947499999999,53.643535714285726,18.12748611111111,16.50502777777778,33.19888115079365
2016,Nov,11,2016-11-01,36.82690624999999,48.89708928571428,13.307138888888888,13.354166666666664,28.096325272817452
2016,Dec,12,2016-12-01,40.498599999999996,47.68780357142857,23.65325,34.04638888888889,36.47151061507937
2017,Jan,1,2017-01-01,27.377850000000002,33.841482142857146,16.246375,18.92695833333333,24.09816636904762
2017,Feb,2,2017-02-01,24.923,29.004339285714284,17.445583333333335,20.220222222222226,22.89828621031746
2017,Mar,3,2017-03-01,26.2774,30.546178571428573,16.83422222222222,18.621277777777774,23.069769642857143
2017,Apr,4,2017-04-01,22.002575,27.855517857142853,15.893666666666668,12.38421875,19.53399456845238
2017,May,5,2017-05-01,42.10695,40.85533928571429,25.88706944444444,24.47623611111111,33.33139871031746
2017,Jun,6,2017-06-01,41.38742499999999,39.43442857142857,23.159458333333333,17.60682142857143,30.397033333333333
2017,Jul,7,2017-07-01,35.7582,32.93451785714286,21.184291666666663,14.670944444444444,26.136988492063495
2017,Aug,8,2017-08-01,33.00707499999999,29.518285714285714,17.516125,16.03475,24.01905892857143
2017,Sep,9,2017-09-01,35.16564999999999,30.42525,19.091555555555555,18.903444444444442,25.896475
2017,Oct,10,2017-10-01,32.7108,24.439285714285713,19.53831944444444,11.908062499999998,22.149116914682537
2017,Nov,11,2017-11-01,56.624424999999995,51.16449999999999,25.934097222222217,22.436406249999997,39.03985711805555
2017,Dec,12,2017-12-01,87.2254,86.29425,39.19593055555556,37.97320833333333,62.67219722222222
2018,Jan,1,2018-01-01,57.724875,57.27139285714286,27.674124999999997,24.288124999999997,41.73962946428571
2018,Feb,2,2018-02-01,40.498599999999996,41.127428571428574,23.135944444444444,18.151,30.728243253968255
2018,Mar,3,2018-03-01,41.048824999999994,29.306660714285716,24.217583333333334,16.152319444444444,27.681347123015872
2018,Apr,4,2018-04-01,56.031875,86.53610714285715,32.61204166666667,47.237680555555556,55.60442609126984
2018,May,5,2018-05-01,113.46690000000001,95.72667857142856,72.16240277777779,73.24404166666667,88.65000575396826
2018,Jun,6,2018-06-01,170.56332500000002,135.05869642857144,92.19623611111112,83.63718055555555,120.36385952380954
2018,Jul,7,2018-07-01,162.35227500000002,173.72560714285714,81.87363888888889,93.37193055555556,127.83086289682541
2018,Aug,8,2018-08-01,105.0019,109.5125357142857,68.37666666666668,67.29502777777778,87.54653253968253
2018,Sep,9,2018-09-01,101.7852,73.29442857142858,52.62236111111111,47.09659722222222,68.69964672619048
2018,Oct,10,2018-10-01,90.06117499999999,53.069125,41.61786111111111,39.407555555555554,56.038929166666655
2018,Nov,11,2018-11-01,54.65631249999999,62.74341071428572,31.83608333333333,39.83080555555555,47.266653025793644
2018,Dec,12,2018-12-01,85.19380000000001,53.22028571428571,37.88503125,34.68798214285714,52.74677477678571
2019,Jan,1,2019-01-01,99.75359999999998,57.86595833333333,50.238640625,49.259875,64.27951848958334
2019,Feb,2,2019-02-01,80.07247499999998,64.46160416666666,31.404015624999996,33.92881944444444,52.46672855902777
2019,Mar,3,2019-03-01,77.5753,60.158562499999995,33.255734375,30.70741666666667,50.42425338541666
2019,Apr,4,2019-04-01,61.6611,42.45260416666667,26.536640624999997,24.758402777777775,38.85218689236111
2019,May,5,2019-05-01,81.934775,50.17691666666666,43.122749999999996,33.90530555555555,52.28493680555555
2019,Jun,6,2019-06-01,130.015975,46.33239583333333,42.91112499999999,44.34547222222222,65.90124201388889
2019,Jul,7,2019-07-01,168.91265,66.22514583333333,53.75690625,38.960791666666665,81.96387343750001
2019,Aug,8,2019-08-01,133.52894999999998,68.941,62.19251388888889,41.09114999999999,76.4384034722222
2019,Sep,9,2019-09-01,192.95325000000003,61.8515625,69.85804166666668,36.44480555555556,90.27691493055556
2019,Oct,10,2019-10-01,126.92625000000001,61.18141666666666,35.45722222222222,37.314819444444446,65.21992708333333
2019,Nov,11,2019-11-01,163.49505000000002,114.40510416666666,44.41601388888889,54.526986111111114,94.21078854166666
2019,Dec,12,2019-12-01,141.48605,112.39466666666665,71.85672222222223,6.3,83.00935972222223
2020,Jan,1,2020-01-01,148.21572500000002,79.69860416666667,102.245484375,46.9084861111111,94.26707491319445
2020,Feb,2,2020-02-01,193.2072,77.26491666666668,75.713,65.01418055555555,102.79982430555555
2020,Mar,3,2020-03-01,140.75241666666668,55.25591666666667,60.476,39.30844004922644,73.94819334563994
2020,Apr,4,2020-04-01,85.320775,45.52116666666666,52.90452777777778,39.525125,55.81789861111111
2020,May,5,2020-05-01,184.59406249999998,77.65289583333335,91.98167187500002,70.23426388888889,106.11572352430557
2020,Jun,6,2020-06-01,180.679,95.64102083333334,108.7265,57.67784722222221,110.68109201388889
2020,Jul,7,2020-07-01,185.7932708333333,77.65289583333332,109.52597222222224,50.764763888888886,105.93422569444442
2020,Aug,8,2020-08-01,140.08227083333333,69.2584375,103.19779687500001,46.837944444444446,89.84411241319444
2020,Sep,9,2020-09-01,189.81414583333333,82.16756250000002,90.90297222222222,38.98430555555555,100.46724652777777
2020,Oct,10,2020-10-01,124.47139999999999,72.39754166666667,65.53148611111111,31.271749999999997,73.41804444444445
2020,Nov,11,2020-11-01,183.95918749999998,85.05977083333333,80.88605555555554,61.34601388888888,102.81275694444444
2020,Dec,12,2020-12-01,,,,,
